symbol	Biffle	CAR_MplusCHLA_3	H9_MplusCHLA_1	H9_MplusCHLA_2	H9_MplusCHLA_3	CAR_MplusCHLA_1	CAR_MplusCHLA_2
SPRN	0	0	0	0	0	0	0
SPRNP1	0	0	0	0	0	0	0
SPRR1A	0	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0	0
SPRR2C	0	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0	0
SPRTN	318	1101	318	415	737	260	880
SPRY1	0	147	0	0	79	0	92
SPRY2	336	3379	336	3594	2938	692	4262
SPRY3	0	140	0	0	1	0	155
SPRY4	149	924	149	34	99	4	410
SPRY4-AS1	0	0	0	0	0	0	0
SPRY4-IT1	0	5	0	21	0	16	81
SPRYD3	1539	2818	1539	3710	3613	1297	2825
SPRYD4	216	804	216	1338	528	236	1407
SPRYD7	184	788	184	958	416	2	448
SPSB1	1	579	1	1	2	293	423
SPSB2	299	38	299	148	1	151	169
SPSB3	250	696	250	283	93	437	673
SPSB4	0	0	0	0	0	0	0
SPTA1	0	0	0	0	1	0	37
SPTAN1	1382	7141	1382	4837	4507	2660	5881
SPTB	0	0	0	0	0	0	0
SPTBN1	9	1331	9	393	601	345	1368
SPTBN2	269	234	269	121	75	34	221
SPTBN4	0	57	0	0	0	0	0
SPTBN5	0	263	0	3	176	331	164
SPTLC1	2132	7557	2132	6281	6038	1790	8959
SPTLC2	594	2339	594	3396	3077	1247	2748
SPTLC3	0	0	0	81	0	0	0
SPTSSA	226	1905	226	1311	1283	336	2517
SPTSSB	0	28	0	0	0	0	45
SPTY2D1	683	3660	683	2852	2878	1573	4895
SPTY2D1OS	0	0	0	0	0	0	0
SPX	0	0	0	0	0	0	0
SPZ1	0	0	0	0	0	0	0
SQLE	1422	11470	1422	6272	7491	2818	12427
SQOR	1963	7198	1963	5710	7267	3535	5344
SQSTM1	7368	55755	7368	24460	29574	26544	48067
SRA1	767	1745	767	1742	1537	1319	2078
SRARP	0	0	0	0	0	0	0
SRBD1	249	979	249	1174	922	531	1591
SRC	1151	3305	1151	2191	2306	1141	4907
SRCAP	1451	3490	1451	2243	3703	545	3153
SRCIN1	0	0	0	0	0	0	0
SRD5A1	0	876	0	237	710	340	996
SRD5A1P1	0	0	0	0	0	0	0
SRD5A2	0	0	0	0	0	0	0
SRD5A3	1057	3195	1057	2806	2627	533	2953
SRD5A3-AS1	0	0	0	0	0	0	0
SREBF1	284	1657	284	654	672	1285	1555
SREBF2	695	3965	695	3782	3622	1805	4462
SREK1	42617	14315	42617	9067	8189	3501	11824
SREK1IP1	948	1297	948	2227	1938	462	1535
SRF	1915	4811	1915	4949	6318	2846	6060
SRFBP1	196	1297	196	200	725	204	880
SRGAP1	559	756	559	347	335	142	702
SRGAP2	1109	4183	1109	2246	3377	2820	3750
SRGAP2-AS1	0	0	0	0	0	0	0
SRGAP2B	383	1317	383	2056	2509	0	2619
SRGAP2C	634	2955	634	2064	1422	963	1942
SRGAP2D	11	402	11	319	156	369	18
SRGAP3	121	655	121	784	276	357	664
SRGAP3-AS2	0	0	0	0	0	0	0
SRGAP3-AS3	0	0	0	4	0	0	0
SRGAP3-AS4	0	0	0	0	0	0	0
SRGN	3567	34728	3567	19203	22135	11153	33075
SRI	476	1314	476	1219	1623	163	951
SRL	24	0	24	1	0	0	0
SRM	1600	1285	1600	3096	3347	451	1379
SRMS	0	0	0	0	0	0	0
SRP14	5048	17593	5048	18061	17765	6872	22378
SRP14-AS1	4	18	4	9	0	0	35
SRP19	1176	5345	1176	4618	3918	1097	3785
SRP54	3992	14379	3992	11383	10614	3802	14463
SRP54-AS1	0	62	0	0	0	0	0
SRP68	508	4470	508	3623	4486	875	3904
SRP72	2646	7767	2646	7166	7792	2311	7563
SRP9	1213	21500	1213	13104	19244	3661	20702
SRPK1	1	1579	1	1032	1468	391	956
SRPK2	975	3050	975	2642	1762	1	3237
SRPK3	0	0	0	0	0	0	0
SRPRA	2730	5442	2730	7495	5419	2246	4505
SRPRB	2080	8536	2080	7104	9067	1652	5054
SRPX	135	363	135	522	839	184	1100
SRPX2	1	2	1	6	94	2	1
SRR	0	360	0	240	322	519	811
SRRD	150	755	150	323	556	468	587
SRRM1	2983	10605	2983	7964	5937	3539	10186
SRRM2	4087	5963	4087	7103	4856	3292	5531
SRRM2-AS1	70	46	70	6	0	3	2
SRRM3	0	0	0	0	0	0	0
SRRM4	0	69	0	9	2	1	1
SRRM5	0	0	0	0	0	0	44
SRRT	3842	13750	3842	9285	8550	4626	13700
SRSF1	25648	64167	25648	63935	75822	35742	74725
SRSF10	1426	11640	1426	8593	10085	3714	11548
SRSF11	15971	9589	15971	7608	7805	3973	8477
SRSF12	13	16	13	0	1	7	96
SRSF2	2329	13089	2329	10287	15573	4608	13181
SRSF3	4043	29371	4043	18719	24405	10760	28895
SRSF4	3444	12837	3444	8876	8318	3896	13117
SRSF5	5278	36746	5278	17410	18837	7689	37483
SRSF6	721	5853	721	3322	4489	1820	5253
SRSF7	1603	10219	1603	7507	9504	5519	10004
SRSF8	667	2557	667	2301	2041	1992	3486
SRSF9	3431	21752	3431	17944	15835	6247	19645
SRXN1	648	3809	648	2733	1542	1327	4066
SRY	0	0	0	0	0	0	0
SS18	2098	12742	2098	7924	9293	4114	13919
SS18L1	1	366	1	437	468	0	754
SS18L2	213	1018	213	986	1251	517	803
SSB	7894	30019	7894	20386	21441	6655	32511
SSBP1	2224	8490	2224	7370	7026	2211	7436
SSBP2	432	663	432	639	484	179	516
SSBP3	798	2592	798	2454	2814	2256	2462
SSBP3-AS1	0	0	0	0	0	0	49
SSBP4	116	472	116	1255	543	606	370
SSC4D	153	82	153	0	0	0	21
SSC5D	0	0	0	0	0	0	0
SSH1	577	4209	577	3092	2722	356	4026
SSH2	366	2574	366	1265	1860	167	2800
SSH3	0	628	0	527	429	203	530
SSMEM1	0	0	0	0	0	0	0
SSNA1	1355	1822	1355	1576	1757	1266	1555
SSPN	0	492	0	430	478	584	498
SSPO	0	0	0	0	0	0	24
SSR1	4563	18484	4563	22058	23215	7795	17612
SSR2	3716	5677	3716	4984	5072	3109	4052
SSR3	3214	14040	3214	15556	14374	5310	15265
SSR4	1477	1493	1477	2634	3176	1241	953
SSR4P1	0	0	0	2	0	0	0
SSRP1	10261	28159	10261	21462	22377	12124	22248
SSSCA1	136	508	136	90	319	0	335
SSSCA1-AS1	0	39	0	139	0	0	84
SST	0	0	0	0	0	0	0
SSTR1	1	0	1	1	0	0	0
SSTR2	197	2	197	0	58	0	2
SSTR3	0	0	0	0	0	0	0
SSTR4	0	0	0	0	0	0	0
SSTR5	0	0	0	0	0	0	0
SSTR5-AS1	2	0	2	2	2	1	7
SSU72	4063	8800	4063	11346	12591	4327	8546
SSUH2	0	58	0	0	0	0	0
SSX1	0	0	0	0	1	2	0
SSX2	0	6	0	0	0	4	6
SSX2B	3	10	3	0	0	0	4
SSX2IP	0	479	0	401	592	1	384
SSX3	0	0	0	0	0	0	0
SSX4	0	0	0	0	0	0	0
SSX4B	0	0	0	0	0	0	0
SSX5	0	0	0	3	0	0	0
SSX6P	0	0	0	0	0	0	0
SSX7	0	8	0	0	0	0	0
SSX8P	0	1	0	0	0	0	0
SSX9P	0	0	0	0	0	0	0
ST13	4116	23998	4116	16333	25245	7428	22818
ST13P4	0	0	0	6	2	0	0
ST14	792	5059	792	1169	1202	3592	4208
ST18	2	206	2	14	2	0	117
ST20	0	148	0	131	0	0	119
ST20-AS1	0	222	0	6	542	0	190
ST20-MTHFS	0	0	0	0	0	0	0
ST3GAL1	1299	8711	1299	6779	7013	2938	6388
ST3GAL2	875	2631	875	1123	1460	1400	1669
ST3GAL3	0	110	0	303	121	0	260
ST3GAL4	112	206	112	121	241	0	201
ST3GAL5	108	1366	108	839	1532	526	1883
ST3GAL5-AS1	2	0	2	0	140	207	0
ST3GAL6	727	4143	727	4900	5840	1188	5764
ST3GAL6-AS1	0	0	0	0	0	0	37
ST5	1026	2437	1026	2639	2370	1129	1746
ST6GAL1	2702	4119	2702	6229	6874	1203	3180
ST6GAL2	15	81	15	0	9	0	111
ST6GALNAC1	0	1	0	0	1	1	0
ST6GALNAC2	0	65	0	1	0	186	35
ST6GALNAC3	341	3	341	21	95	3	33
ST6GALNAC4	611	772	611	1185	1620	752	869
ST6GALNAC5	0	0	0	0	0	0	0
ST6GALNAC6	1328	1520	1328	1693	971	841	1429
ST7	207	1405	207	970	1840	578	1434
ST7-AS1	0	1	0	0	0	0	54
ST7-AS2	0	0	0	0	0	0	0
ST7-OT3	0	0	0	0	0	0	0
ST7-OT4	0	0	0	8	0	0	0
ST7L	148	387	148	214	202	0	348
ST8SIA1	9	42	9	10	8	0	9
ST8SIA2	0	48	0	0	0	0	0
ST8SIA3	0	0	0	0	62	0	2
ST8SIA4	1963	12124	1963	7217	9751	4111	14214
ST8SIA5	0	0	0	0	0	0	1
ST8SIA6	0	0	0	1	0	0	0
ST8SIA6-AS1	0	0	0	0	0	0	0
STAB1	15256	49900	15256	55138	54915	20912	35450
STAB2	0	0	0	0	0	0	0
STAC	0	58	0	0	8	217	46
STAC2	29	179	29	10	100	30	162
STAC3	801	1729	801	2251	1366	375	1386
STAG1	418	3028	418	1871	1845	507	2338
STAG2	638	4393	638	3859	4989	648	3427
STAG3	14	677	14	360	449	0	250
STAG3L1	62	414	62	195	0	2	0
STAG3L2	27	327	27	407	155	611	469
STAG3L3	246	0	246	0	20	0	443
STAG3L4	102	164	102	22	209	0	107
STAG3L5P	0	0	0	0	54	0	16
STAG3L5P-PVRIG2P-PILRB	0	0	0	0	0	0	0
STAM	471	863	471	1043	1205	369	979
STAM-AS1	0	0	0	5	2	0	0
STAM2	675	2826	675	1899	2942	1054	2731
STAMBP	1455	2254	1455	2787	1931	514	3397
STAMBPL1	120	406	120	426	297	0	269
STAP1	0	0	0	0	48	0	1
STAP2	0	205	0	12	97	1	30
STAR	111	1	111	0	0	23	2
STARD10	0	451	0	1	185	594	553
STARD13	1112	3863	1112	3730	4701	723	3396
STARD13-AS	0	0	0	0	0	0	0
STARD3	1427	3305	1427	4517	3921	2376	3642
STARD3NL	810	5040	810	5333	5950	1260	5446
STARD4	427	6442	427	3882	5652	2187	6369
STARD4-AS1	0	0	0	0	4	0	0
STARD5	0	200	0	82	237	212	177
STARD6	0	0	0	0	0	0	0
STARD7	22945	41810	22945	43678	44421	25614	45270
STARD7-AS1	226	297	226	196	99	0	86
STARD8	45	1249	45	2332	1083	459	1028
STARD9	0	320	0	68	336	0	562
STAT1	869	13927	869	6135	8098	3247	12065
STAT2	920	3841	920	2261	2208	1972	4285
STAT3	2085	7822	2085	6223	5382	3824	7600
STAT4	0	98	0	0	0	0	153
STAT5A	3849	9042	3849	8264	7417	4781	7379
STAT5B	1291	3058	1291	3712	2621	598	3055
STAT6	1396	5562	1396	3940	4596	2149	5761
STATH	0	0	0	0	0	0	0
STAU1	1550	8321	1550	6647	6369	2394	7072
STAU2	68	1950	68	2063	1773	351	2495
STAU2-AS1	11	13	11	0	2	0	69
STBD1	161	1125	161	593	561	588	1282
STC1	0	49	0	0	1	0	1
STC2	0	30	0	0	0	1	0
STEAP1	0	0	0	65	0	0	0
STEAP1B	0	225	0	22	129	0	351
STEAP2	95	1	95	1	6	4	46
STEAP2-AS1	0	0	0	0	0	0	0
STEAP3	325	126	325	580	498	178	204
STEAP3-AS1	0	19	0	0	0	0	0
STEAP4	2	0	2	0	0	0	90
STH	0	0	0	0	0	0	0
STIL	0	1027	0	809	606	0	651
STIM1	1141	3068	1141	3241	3795	1140	2749
STIM2	174	842	174	594	464	332	753
STIMATE	1720	3789	1720	4091	5226	509	3897
STIP1	4853	13542	4853	11171	9933	6118	12134
STK10	2792	11228	2792	9012	7203	4264	10296
STK11	1450	8607	1450	6573	4475	3579	8563
STK11IP	0	1227	0	525	736	642	870
STK16	1005	735	1005	707	973	317	874
STK17A	330	1464	330	658	907	550	1371
STK17B	706	4325	706	2888	2922	1450	4708
STK19	1	722	1	468	1016	641	959
STK24	1175	8566	1175	8616	8375	4973	10265
STK24-AS1	0	0	0	0	0	0	0
STK25	856	3144	856	1571	2730	683	2866
STK26	143	157	143	329	1152	1	357
STK3	0	668	0	391	890	151	825
STK31	0	0	0	0	0	0	0
STK32A	0	0	0	0	0	0	0
STK32A-AS1	0	0	0	0	0	0	0
STK32B	588	429	588	1507	1328	465	687
STK32C	173	557	173	973	651	1054	751
STK33	131	1	131	0	2	0	1
STK35	319	2080	319	1834	1684	266	1504
STK36	218	650	218	868	1076	469	1868
STK38	2900	5700	2900	3945	5345	2386	4524
STK38L	321	3753	321	2665	3782	964	5506
STK39	278	637	278	215	254	0	345
STK4	781	4534	781	4404	5710	1778	4613
STK4-AS1	0	36	0	0	0	3	85
STK40	1406	7673	1406	8739	8468	2881	5795
STKLD1	0	0	0	0	0	0	0
STMN1	1506	22475	1506	6432	9558	8712	24705
STMN2	121	1443	121	98	85	1	761
STMN3	0	1	0	49	78	0	68
STMN4	0	154	0	0	0	0	49
STMND1	0	0	0	0	0	0	0
STMP1	1440	3055	1440	3149	3614	1460	4211
STN1	0	961	0	434	1042	322	566
STOM	987	5414	987	3944	4949	2186	6766
STOML1	171	158	171	274	255	0	296
STOML2	1483	4342	1483	4609	3824	995	3115
STOML3	0	0	0	0	0	0	0
STON1	0	3	0	0	0	0	36
STON1-GTF2A1L	0	0	0	0	0	0	0
STON2	56	491	56	208	589	65	617
STOX1	0	0	0	0	43	0	0
STOX2	2	344	2	223	1	1	553
STPG1	60	103	60	0	155	0	144
STPG2	0	0	0	0	0	0	0
STPG2-AS1	0	0	0	0	0	0	0
STPG3	0	0	0	0	0	0	0
STPG3-AS1	0	0	0	0	0	0	0
STPG4	0	0	0	0	0	0	0
STRA6	0	32	0	0	0	0	2
STRA8	0	0	0	0	0	0	0
STRADA	706	2160	706	1254	1369	571	1677
STRADB	169	719	169	1635	1475	550	1586
STRAP	1655	9078	1655	9196	9782	3990	8684
STRBP	6	279	6	234	521	0	187
STRC	0	0	0	0	0	0	0
STRCP1	0	0	0	0	0	0	0
STRIP1	420	1564	420	1217	736	258	1496
STRIP2	519	129	519	17	253	125	113
STRN	171	2300	171	1777	1751	489	2210
STRN3	290	837	290	175	396	1	1042
STRN4	1271	3878	1271	4395	2236	1528	4090
STS	661	945	661	1342	1540	37	909
STT3A	10786	24461	10786	23215	22116	12600	25703
STT3A-AS1	0	0	0	89	0	0	0
STT3B	3962	24985	3962	20867	25787	8053	29070
STUB1	2024	3809	2024	3825	5141	2326	3839
STUM	0	45	0	0	0	164	73
STX10	2044	4708	2044	4596	5509	2202	5008
STX11	195	1532	195	687	632	430	1794
STX12	1673	8198	1673	5537	8089	2452	8490
STX16	323	3143	323	2455	2666	299	3380
STX16-NPEPL1	0	97	0	0	0	0	0
STX17	90	637	90	184	390	565	754
STX17-AS1	0	0	0	0	0	0	1
STX18	706	1591	706	668	1086	0	912
STX18-AS1	0	0	0	0	0	0	0
STX18-IT1	0	0	0	0	0	0	0
STX19	0	0	0	41	0	0	0
STX1A	0	7	0	67	53	0	40
STX1B	2	106	2	76	0	0	70
STX2	307	696	307	710	525	211	683
STX3	490	3272	490	2614	3360	1879	2419
STX4	2823	5669	2823	4087	4033	3324	5499
STX5	0	982	0	789	806	387	422
STX6	450	3052	450	3150	2424	862	2880
STX7	1479	9820	1479	9612	10783	5074	10919
STX8	1211	1904	1211	1725	1289	1203	1023
STXBP1	81	899	81	269	979	2	1113
STXBP2	3265	10518	3265	8182	9123	4504	9722
STXBP3	375	2283	375	1805	1892	448	2879
STXBP4	0	78	0	0	12	0	151
STXBP5	56	682	56	477	325	213	598
STXBP5-AS1	0	3	0	0	4	0	1
STXBP5L	0	0	0	0	0	0	0
STXBP6	0	1	0	72	1	0	177
STYK1	0	1	0	0	0	0	0
STYX	491	2968	491	1766	3041	719	3592
STYXL1	141	675	141	710	507	216	891
SUB1	1870	12188	1870	10738	12367	3677	13678
SUCLA2	754	4563	754	2441	3024	780	4825
SUCLG1	3601	8525	3601	6543	7828	3486	7978
SUCLG2	2	2066	2	1526	2540	400	2994
SUCLG2-AS1	4	67	4	1	69	5	3
SUCNR1	36	1719	36	3371	3899	140	1620
SUCO	236	1390	236	1266	1691	1074	1316
SUDS3	320	4309	320	2699	3319	961	4923
SUFU	547	4335	547	2905	3048	866	4367
SUGCT	0	0	0	0	0	0	0
SUGP1	532	2351	532	1315	1151	1935	2343
SUGP2	1402	2402	1402	1470	2248	422	2163
SUGT1	2944	10342	2944	10686	10727	3971	10878
SUGT1P1	0	1	0	139	0	0	0
SUGT1P3	0	0	0	2	0	0	11
SUGT1P4-STRA6LP	0	0	0	0	0	0	0
SUGT1P4-STRA6LP-CCDC180	0	0	0	0	50	0	7
SULF1	0	0	0	0	0	0	0
SULF2	1	265	1	91	4	3	0
SULT1A1	554	1502	554	882	577	544	751
SULT1A2	196	0	196	32	93	0	0
SULT1A3	0	0	0	0	0	172	113
SULT1A4	0	0	0	0	0	172	113
SULT1B1	0	0	0	0	0	0	0
SULT1C2	89	354	89	389	86	236	219
SULT1C2P1	0	0	0	0	0	0	9
SULT1C3	0	0	0	0	0	0	0
SULT1C4	18	5	18	61	0	158	3
SULT1E1	2	0	2	15	1	0	5
SULT2A1	1	2	1	18	0	2	0
SULT2B1	0	0	0	0	0	0	0
SULT4A1	0	0	0	7	82	0	12
SULT6B1	0	0	0	0	0	0	0
SUMF1	2063	8848	2063	8313	8723	5952	10679
SUMF2	2003	7701	2003	8701	9514	3581	9428
SUMO1	529	7912	529	6030	8526	1565	9662
SUMO1P1	189	56	189	0	1	179	217
SUMO1P3	0	0	0	0	0	0	0
SUMO2	1484	11244	1484	11424	13208	3015	13426
SUMO3	1488	8737	1488	9223	8589	3720	8762
SUMO4	0	0	0	1	2	0	0
SUN1	2	1687	2	1096	1786	999	1211
SUN2	691	7475	691	3813	3511	2709	7510
SUN3	0	0	0	0	0	0	0
SUN5	0	0	0	0	0	0	0
SUOX	128	660	128	620	474	21	995
SUPT16H	4519	22159	4519	14778	15510	5178	18606
SUPT20H	0	704	0	456	273	188	555
SUPT20HL1	0	0	0	0	0	0	0
SUPT20HL2	32	124	32	55	52	0	10
SUPT3H	0	0	0	141	81	0	41
SUPT4H1	873	3447	873	2947	3339	970	2688
SUPT5H	2865	12571	2865	8773	9175	3343	10439
SUPT6H	1100	8793	1100	6113	7181	1926	6313
SUPT7L	257	1773	257	1497	1604	740	1089
SUPV3L1	0	1169	0	772	1153	1	945
SURF1	99	836	99	929	397	661	792
SURF2	0	366	0	584	550	205	167
SURF4	2017	10012	2017	11111	10479	4354	10032
SURF6	3939	6329	3939	6646	5627	1503	6743
SUSD1	1545	7541	1545	5652	5898	3646	5133
SUSD2	0	0	0	0	0	0	0
SUSD3	432	611	432	391	643	272	409
SUSD4	0	0	0	0	0	0	0
SUSD5	0	84	0	0	87	0	3
SUSD6	2277	9712	2277	7655	8948	3408	9268
SUV39H1	754	2833	754	2722	2806	2626	2974
SUV39H2	569	533	569	214	866	242	448
SUZ12	1424	4651	1424	2399	3099	2090	3311
SUZ12P1	345	0	345	262	101	243	182
SV2A	0	39	0	0	82	0	1
SV2B	63	97	63	29	24	9	164
SV2C	10	0	10	1	1	1	4
SVBP	151	399	151	361	217	221	273
SVEP1	0	0	0	66	0	0	1
SVIL	1	166	1	4	58	1	130
SVIL-AS1	102	0	102	0	0	0	1
SVIL2P	0	0	0	0	0	0	0
SVIP	159	226	159	377	666	132	303
SVOP	238	233	238	41	123	67	216
SVOPL	0	0	0	0	0	0	0
SWAP70	1545	13703	1545	8273	8976	5028	11108
SWI5	1	302	1	147	0	0	268
SWSAP1	124	63	124	189	186	0	131
SWT1	146	50	146	238	185	205	120
SYAP1	2014	3120	2014	4404	3890	630	2632
SYBU	0	0	0	51	0	0	0
SYCE1	0	0	0	0	0	0	0
SYCE1L	0	0	0	90	1	14	213
SYCE2	0	0	0	0	0	0	40
SYCE3	0	0	0	0	0	0	102
SYCN	0	0	0	0	0	0	0
SYCP1	0	0	0	0	0	0	0
SYCP2	0	0	0	0	0	0	0
SYCP2L	0	0	0	0	0	0	0
SYCP3	0	0	0	0	0	0	0
SYDE1	0	0	0	157	0	0	23
SYDE2	127	71	127	0	7	0	120
SYF2	1298	10237	1298	4446	4403	764	7427
SYK	3263	18435	3263	10495	13233	4869	16593
SYMPK	225	2150	225	962	1290	1582	1790
SYN1	0	0	0	0	0	0	40
SYN2	0	0	0	0	0	0	0
SYN3	0	0	0	0	0	0	0
SYNC	1415	4969	1415	3837	3409	1479	4636
SYNCRIP	10783	36519	10783	28993	30160	11337	34748
SYNDIG1	0	0	0	0	0	0	0
SYNDIG1L	0	0	0	0	0	0	0
SYNE1	0	1960	0	1052	1183	834	1653
SYNE1-AS1	0	0	0	0	0	0	0
SYNE2	0	100	0	66	4	0	121
SYNE3	374	565	374	1102	1104	729	857
SYNE4	0	0	0	0	0	0	0
SYNGAP1	0	47	0	0	1	0	152
SYNGR1	0	0	0	0	0	152	0
SYNGR2	8308	21422	8308	15383	16610	13677	18158
SYNGR3	0	0	0	59	0	0	0
SYNGR4	0	0	0	0	0	0	0
SYNJ1	0	619	0	688	312	1	672
SYNJ2	123	116	123	98	0	150	219
SYNJ2-IT1	2	0	2	2	0	0	0
SYNJ2BP	89	4360	89	3514	2665	640	4800
SYNJ2BP-COX16	0	0	0	4	0	0	0
SYNM	0	58	0	30	85	0	59
SYNPO	45	0	45	114	0	0	2
SYNPO2	193	5	193	92	58	331	147
SYNPO2L	151	2	151	80	70	3	27
SYNPR	0	0	0	0	0	0	0
SYNPR-AS1	0	0	0	0	0	0	0
SYNRG	198	4298	198	3832	3257	1732	4323
SYP	0	65	0	68	0	0	97
SYP-AS1	0	0	0	0	0	0	0
SYPL1	1276	3840	1276	4306	4084	1545	4398
SYPL2	0	40	0	44	64	0	85
SYS1	2012	4434	2012	5530	6059	3068	6652
SYS1-DBNDD2	0	0	0	0	0	0	0
SYT1	0	180	0	4	0	1	37
SYT10	0	0	0	0	0	0	0
SYT11	202	182	202	345	428	9	280
SYT12	0	0	0	0	0	0	0
SYT13	0	0	0	0	0	1	4
SYT14	0	0	0	0	0	0	0
SYT14P1	0	0	0	0	0	0	0
SYT15	213	113	213	186	0	2	96
SYT16	0	0	0	0	0	0	0
SYT17	211	76	211	80	0	0	26
SYT2	114	6	114	573	20	6	5
SYT3	0	0	0	0	0	0	0
SYT4	0	238	0	0	50	0	351
SYT5	0	0	0	0	0	0	0
SYT6	41	70	41	146	449	0	55
SYT7	79	174	79	0	0	0	11
SYT8	0	0	0	0	0	0	0
SYT9	0	0	0	0	0	0	0
SYTL1	0	1	0	0	0	0	108
SYTL2	0	1	0	0	0	0	0
SYTL3	1	253	1	399	0	1	242
SYTL4	11	282	11	250	157	0	172
SYTL5	0	0	0	0	0	0	0
SYVN1	341	960	341	929	637	1011	1840
SZRD1	1532	8274	1532	7564	5498	2931	6187
SZT2	130	365	130	318	576	237	278
SZT2-AS1	0	30	0	16	103	0	24
TAAR1	0	0	0	0	0	0	0
TAAR2	0	0	0	0	0	0	0
TAAR3P	0	0	0	0	0	0	0
TAAR5	0	0	0	0	0	0	0
TAAR6	0	0	0	0	0	0	0
TAAR8	0	0	0	0	0	0	0
TAAR9	0	0	0	0	0	0	0
TAB1	553	2297	553	888	765	268	1101
TAB2	1680	5956	1680	4865	4954	3476	7578
TAB2-AS1	0	0	0	0	0	0	0
TAB3	7	1577	7	2683	1770	551	2299
TAB3-AS1	9	0	9	0	1	0	0
TAC1	0	0	0	0	0	0	0
TAC3	0	0	0	0	0	0	0
TAC4	0	0	0	0	0	0	0
TACC1	10501	22370	10501	21433	20932	9945	23052
TACC2	0	1844	0	618	976	719	931
TACC3	2312	15212	2312	6542	4769	5883	12977
TACO1	1378	4542	1378	3142	2546	2678	3662
TACR1	0	0	0	0	0	0	0
TACR2	139	0	139	0	0	221	42
TACR3	0	0	0	0	0	0	0
TACSTD2	0	0	0	1	0	0	2
TADA1	0	156	0	90	428	0	70
TADA2A	181	938	181	622	446	196	980
TADA2B	447	1979	447	2314	1511	667	2368
TADA3	1600	6282	1600	4992	5682	2420	5008
TAF1	374	2493	374	1659	1357	914	2553
TAF10	696	789	696	1267	1302	698	688
TAF11	227	2186	227	1956	2066	247	2248
TAF12	526	1860	526	3085	1763	765	3267
TAF13	177	1151	177	529	905	183	1836
TAF15	6409	19480	6409	17446	13807	5140	14961
TAF1A	2	252	2	3	365	89	99
TAF1A-AS1	0	0	0	0	92	1	41
TAF1B	0	399	0	279	218	0	556
TAF1C	66	663	66	478	355	417	787
TAF1D	548	1589	548	1235	748	150	1546
TAF1L	2	0	2	7	1	1	0
TAF2	155	1129	155	965	917	213	711
TAF3	4848	3847	4848	2483	2127	404	2328
TAF4	173	1847	173	1526	1568	1154	1620
TAF4B	0	97	0	73	1	142	29
TAF5	225	1215	225	725	734	338	1121
TAF5L	244	2503	244	1623	2861	1421	2584
TAF6	378	1420	378	1354	1401	581	2073
TAF6L	60	352	60	575	418	113	469
TAF7	836	4732	836	3006	3196	1612	4497
TAF7L	0	0	0	29	0	0	0
TAF8	56	1310	56	1056	952	364	1229
TAF9	0	1293	0	1495	1322	214	1196
TAF9B	380	772	380	1123	1030	246	1472
TAGAP	0	1651	0	1532	1241	380	1657
TAGLN	528	0	528	447	2	0	174
TAGLN2	1628	5617	1628	4598	5446	4105	5588
TAGLN3	0	0	0	0	0	0	39
TAL1	420	585	420	2869	3362	203	539
TAL2	0	0	0	0	0	0	0
TALAM1	1332	0	1332	0	0	0	0
TALDO1	4395	30964	4395	16694	16089	13551	27899
TAMM41	0	585	0	316	79	0	206
TANC1	613	696	613	182	500	149	887
TANC2	0	1252	0	767	515	235	596
TANGO2	1120	2385	1120	2299	2369	724	2082
TANGO6	590	2110	590	2173	2627	1156	2287
TANK	0	1849	0	987	1122	624	1479
TAOK1	442	2638	442	1815	1474	775	1668
TAOK2	1286	4964	1286	3236	2960	2810	3548
TAOK3	3006	9122	3006	5806	7448	3434	9676
TAP1	0	1497	0	472	3	256	1102
TAP2	879	5076	879	2721	2238	2085	2989
TAPBP	3139	15606	3139	10058	9146	6755	14144
TAPBPL	264	921	264	998	954	465	1349
TAPT1	355	522	355	825	553	161	364
TAPT1-AS1	1	0	1	0	0	0	1
TARBP1	352	509	352	749	1032	0	688
TARBP2	0	596	0	690	764	599	531
TARDBP	8739	35305	8739	34745	32679	15452	35982
TARID	0	0	0	0	0	0	0
TARM1	92	0	92	9	0	0	0
TARP	0	0	0	0	0	0	0
TARS	1865	17429	1865	12891	13626	7639	16355
TARS2	972	2422	972	1947	2303	1243	2162
TARSL2	0	961	0	885	679	215	966
TAS1R1	0	0	0	0	0	0	0
TAS1R2	0	0	0	0	0	0	0
TAS1R3	0	0	0	0	0	0	0
TAS2R1	0	0	0	0	0	0	0
TAS2R10	0	0	0	0	0	0	0
TAS2R13	0	0	0	0	0	0	0
TAS2R14	0	0	0	0	0	0	0
TAS2R16	0	0	0	0	0	0	0
TAS2R19	0	0	0	0	0	0	0
TAS2R20	5	0	5	0	105	237	0
TAS2R3	0	0	0	0	0	0	0
TAS2R30	0	0	0	0	0	0	0
TAS2R31	0	0	0	0	0	0	0
TAS2R38	0	0	0	0	0	0	0
TAS2R39	0	0	0	0	0	0	0
TAS2R4	0	0	0	0	0	0	0
TAS2R40	0	0	0	0	0	0	0
